"user","longitude","latitude","hour_taken","day_taken","month_taken","year_taken","First*(id)","Unique concatenate(hashtags)","Unique concatenate(legend)","First*(minutes_taken)","First*(hour_uploaded)","First*(day_uploaded)","First*(month_uploaded)","First*(year_uploaded)","First*(url)","longitude_normalized"
"46093608@N04",4.8345,45.754,19,20,3,2012,8.3430528E9,"2,night,de,la,lyon,université,lumiere,pont,nuit,luniversité","I was just revisiting some of the photos I took in Lyon last year and have come across a couple of decent ones that I never got around to uploading, including this one of the Lyon universities as well as the bridge named after them.

Just one photo cropped out a crapload of black sky to make it look almost like a panorama.
Because who doesnt like a good pano?

Also, press &quot;L&quot;.",46,17,3,1,2013,"http://farm9.staticflickr.com/8082/8343052800_3a7617e238_t.jpg",6.9085
"46182932@N08",4.8213,45.759,14,19,8,2010,4.919853614E9,"rome,6x6,statue,museum,square,antique,musée","?",41,11,23,8,2010,"http://farm5.staticflickr.com/4095/4919853614_20426e52d9_t.jpg",6.8896
"46347297@N00",4.827,45.771,0,10,6,2012,7.170536215E9,"?","?",43,22,9,6,2012,"http://farm8.staticflickr.com/7099/7170536215_14178cae99_t.jpg",6.8978
"46347297@N00",4.827,45.771,3,7,4,2012,7.052219563E9,"?","?",0,1,7,4,2012,"http://farm6.staticflickr.com/5198/7052219563_d1a0b90ec8_t.jpg",6.8978
"46347297@N00",4.827,45.771,11,19,9,2012,8.002506578E9,"flower,art,lady,foot,shoes,picture","?",3,9,19,9,2012,"http://farm9.staticflickr.com/8300/8002506578_381065b44b_t.jpg",6.8978
"46347297@N00",4.827,45.771,23,8,6,2012,7.352552812E9,"?","?",14,21,8,6,2012,"http://farm8.staticflickr.com/7225/7352552812_41501bb446_t.jpg",6.8978
"46347297@N00",4.8276,45.766,11,5,12,2011,6.468528863E9,"?","SOOC",17,23,6,12,2011,"http://farm8.staticflickr.com/7004/6468528863_6727a1b69d_t.jpg",6.8986
"46347297@N00",4.8336,45.768,23,15,8,2012,7.790877362E9,"?","?",1,21,15,8,2012,"http://farm8.staticflickr.com/7274/7790877362_ab09cc9cba_t.jpg",6.9072
"46347297@N00",4.8351,45.769,15,5,12,2011,6.468544897E9,"?","?",8,23,6,12,2011,"http://farm8.staticflickr.com/7008/6468544897_d3576e5fde_t.jpg",6.9094
"46377313@N02",4.8286,45.76,21,10,4,2010,4.523325451E9,"lyon","?",41,18,15,4,2010,"http://farm5.staticflickr.com/4007/4523325451_30b96be884_t.jpg",6.9001
"46542703@N07",4.8354,45.761,12,9,9,2011,6.443815047E9,"lyon, reflection,lyon,reflexão, lyon,lion,leão","Where: Lyon
When: Sept/2011",22,22,2,12,2011,"http://farm8.staticflickr.com/7019/6443815047_4e0a17a53b_t.jpg",6.9098
"46542703@N07",4.8354,45.761,17,9,9,2011,6.443826045E9,"night,lyon,basilica,noite","Where: Lyon
When: Sept/2011",29,22,2,12,2011,"http://farm8.staticflickr.com/7018/6443826045_666499bb4f_t.jpg",6.9098
"46576924@N03",4.7113,45.638,16,16,4,2011,5.734254622E9,"?","?",35,16,18,5,2011,"http://farm4.staticflickr.com/3560/5734254622_9f1b32a6dd_t.jpg",6.7324
"46629827@N00",4.8089,45.777,15,19,8,2009,3.836716265E9,"summer,france,lyon,69,2009,rhônealpes","Taken at Latitude/Longitude:45.777410/4.808880. 0.69 km North-East Lyon 09 Rhône-Alpes France",10,17,19,8,2009,"http://farm4.staticflickr.com/3581/3836716265_0ea7940395_t.jpg",6.8719
"46629827@N00",4.8163,45.767,15,19,8,2009,3.837510864E9,"summer,france,lyon,69,2009,rhônealpes","Taken at Latitude/Longitude:45.767340/4.816304. 1.07 km North-West Lyon 05 Rhône-Alpes France",15,17,19,8,2009,"http://farm4.staticflickr.com/3495/3837510864_587769b4a5_t.jpg",6.8825
"46629827@N00",4.8216,45.767,15,19,8,2009,3.837514672E9,"summer,france,lyon,69,2009,rhônealpes","Taken at Latitude/Longitude:45.767450/4.821602. 0.82 km North-West Lyon 05 Rhône-Alpes France",16,17,19,8,2009,"http://farm3.staticflickr.com/2587/3837514672_5b99862587_t.jpg",6.8901
"46629827@N00",4.8376,45.799,14,19,8,2009,3.836703511E9,"summer,france,lyon,69,2009,rhônealpes,caluireetcuire","Taken at Latitude/Longitude:45.798760/4.837624. 0.97 km West Caluire-et-Cuire Rhône-Alpes France",58,17,19,8,2009,"http://farm3.staticflickr.com/2668/3836703511_7a5d4e0b0c_t.jpg",6.9129
"46629827@N00",4.8546,45.778,16,14,8,2007,1.14057028E9,"summer,france,lyon,69,2007,parcdelatêtedor","?",3,7,3,4,2010,"http://farm2.staticflickr.com/1082/1140570280_f9e0154bee_t.jpg",6.9372
"46717179@N00",4.8245,45.759,8,3,12,2007,2.088963465E9,"lyon","?",8,19,5,12,2007,"http://farm3.staticflickr.com/2001/2088963465_79a8fce29b_t.jpg",6.8942
"46965064@N08",4.8346,45.752,13,12,3,2011,5.521282534E9,"?","?",39,0,13,3,2011,"http://farm6.staticflickr.com/5092/5521282534_f9d07c3d16_t.jpg",6.9086
"47038154@N03",4.8323,45.758,17,2,4,2012,7.039526835E9,"?","?",29,18,2,4,2012,"http://farm8.staticflickr.com/7233/7039526835_5f6a117d1f_t.jpg",6.9054
"47212929@N00",4.829,45.759,8,25,7,2011,5.973422906E9,"flowers,bw,lyon,olympus,parcdelatetedor,e420","?",37,6,25,7,2011,"http://farm7.staticflickr.com/6135/5973422906_a5bf75a8ef_t.jpg",6.9006
"47212929@N00",4.829,45.759,15,4,4,2011,5.589261997E9,"eyes,lyon,olympus,tribute,conceptualart,theresidents,mondobizarro,e420,theeyesscream","The Residents. Tribute.
All the history: <a href=http://www.flickr.com/photos/min0n/sets/72157626315652965/>www.flickr.com/photos/min0n/sets/72157626315652965/</a>",44,18,4,4,2011,"http://farm6.staticflickr.com/5104/5589261997_3878dabb2f_t.jpg",6.9006
"47276983@N00",4.8202,45.76,12,23,4,2012,7.119204727E9,"france,alpes,lyon,antique,rhône,latin,empire,théâtre,romain,stèle,gaule,antiquité","?",55,18,27,4,2012,"http://farm8.staticflickr.com/7186/7119204727_41c5cbe75a_t.jpg",6.8881
"47298320@N05",4.8292,45.755,19,27,9,2012,8.032804535E9,"lyon","?",15,14,28,9,2012,"http://farm9.staticflickr.com/8459/8032804535_9cca9f014c_t.jpg",6.9009
"47298320@N05",4.8306,45.757,20,27,9,2012,8.032818897E9,"lyon","?",3,14,28,9,2012,"http://farm9.staticflickr.com/8460/8032818897_f7ab62902e_t.jpg",6.9029
"47298320@N05",4.8312,45.758,22,27,9,2012,8.032823382E9,"lyon","?",16,14,28,9,2012,"http://farm9.staticflickr.com/8036/8032823382_253ff15d86_t.jpg",6.9038
"47333265@N00",4.82,45.76,16,27,5,2012,8.124728163E9,"light,france,color,colour,building,glass,architecture,stairs,dark,spiral,concrete,design,construction,ramp,shadows,lyon,balcony,skylight,modernism,tunnel,carving,structure,ombre,cast,staircase,massive,cave,block,void,railing,sunken,mass,cavern,beton,solid,balustrade,functionalism,fourviere,midcentury,rhone,brut,muséegalloromain,saone,chairoscure","The Gallo-Roman museum of Lyon, sited near the citys Roman theatre on the Fourvière hill, is a mostly underground spiral of stairs and ramps, drawing the visitor downward in a gravity-assisted circuit through the exhibition - with occasional tunneled views to the amphitheatre site.

Architect: Bernard Zehrfuss, 1975",1,12,26,10,2012,"http://farm9.staticflickr.com/8052/8124728163_c5c22a34c6_t.jpg",6.8878
"47393081@N00",4.8355,45.772,6,28,8,2007,1.26723923E9,"?","?",39,13,29,8,2007,"http://farm2.staticflickr.com/1409/1267239230_44f6c974c7_t.jpg",6.9099
"47616456@N00",4.8354,45.761,13,13,6,2010,5.458859039E9,"travel,light,france,canon,geotagged,hall,store,spring,europa,europe,closed,downtown,day,alone,lyon,path,walk,centre,sunday,shortcut,central,perspective,kitlens,pedestrian,center,storefront,lonely,passage,contemplative,printemps,dimanche,xsi,passageway,fermé,centralperspective,eos450d,henrylee,450d,passagedelargue,canonefs1855mmf3556is,fotoeins,henrylflee,geo:lat=4576117,geo:lon=4835365,fotoeinscom","* Passage de LArgue, Lyon, France - 13 June 2010.
* 450D + 18-55mm IS : 1/60s, f/8, ISO200, 36mm.

<a href=http://www.flickr.com/photos/zustand/5458859039/in/photostream/lightbox/ target=blank>Press the L key to view this in Lightbox</a>

Continuing my walk through Lyons centre and Old Town on a late-spring Sunday, I came across this passage in the Bellecour area.  Like many things upon first discovery, I had little idea about the <a href=http://en.wikipedia.org/wiki/Passage_de_lArgue target=blank rel=
ofollow>history</a> of this place.

Shops line this passage, a short cut from one street to the other side.  When the shops are open, there might be cause to stop and have a look.  On Sundays when shops are closed, their shutters are obvious in their intent.

<a href=http://loc.alize.us/#/flickr:5458859039?bookmarklet=geolicker rel=
ofollow>See where this picture was taken.</a> <a href=http://www.flickr.com/groups/geotagging/discuss/72157594165549916/?bookmarklet=geolicker>[?]</a>

Ed. Added Lightbox link, 20110305.
Ed. Corrected the URL in the text above, 20110220.",24,20,19,2,2011,"http://farm6.staticflickr.com/5138/5458859039_410686021c_t.jpg",6.9098
"47616456@N00",4.8714,45.745,13,17,6,2010,9.779773155E9,"people,game,france,canon,geotagged,eos,europa,europe,play,lyon,kitlens,screen,blank,array,xsi,eos450d,henrylee,450d,institutlumière,canonefs1855mmf3556is,fotoeins,placeambroisecourtois,henrylflee,stationmonplaisirlumière,geo:lat=45744992949020215,geo:lon=4871430695056915,fotoeinscom, plaza,travel,people,woman,man,game,france,museum,canon,geotagged,eos,europa,europe,day,lyon,centre,kitlens,center,lumiere,bowls,boules,decision,xsi,pétanque,eos450d,henrylee,450d,muséelumière,canonefs1855mmf3556is,fotoeins,museelumiere,placeambroisecourtois,henrylflee,metromonplaisirlumière,metromonplaisirlumiere,circulararc,geo:lat=45745004027774634,geo:lon=487139705959396,fotoeinscom, travel,people,game,france,canon,geotagged,eos,europa,europe,play,lyon,kitlens,array,xsi,eos450d,henrylee,450d,canonefs1855mmf3556is,fotoeins,placeambroisecourtois,leroidecoeur,henrylflee,stationmonplaisirlumiere,geo:lat=4574495402538788,geo:lon=4871396077384929,fotoeinscom","Place Ambroise Courtois, Lyon, France - 17 June 2010

<a href=http://loc.alize.us/#/flickr:9779773155 rel=
ofollow>See where this picture was taken.</a> <a href=http://www.flickr.com/groups/geotagging/discuss/72157594165549916/>[?]</a>, Place Ambroise Courtois, Lyon, France - 17 June 2010.
450D + 18-55 IS : 1/400s, f/8, ISO200, 51mm.

Mid-June 2010 was unusually cool, grey, and wet in south-southeastern France.  While other conference participants were touring the Beaujolais or getting wet in the centre of town, I made my way to the Lumière Museum.  The <a href=http://en.wikipedia.org/wiki/Auguste_and_Louis_Lumière target=blank rel=
ofollow>Lumière brothers</a> are thought to be two of the earliest known filmmakers in history.

Before crossing the plaza over to the museum, I paused and watched these folks play a game of <a href=http://en.wikipedia.org/wiki/Pétanque target=blank rel=
ofollow>pétanque</a>, a version of bowls.  Who won?  Did it really matter? It seemed these two couples were enjoying some time outside and each others company over a centuries old game. What I like is how each of the four players is measuring in their minds just which ball is closest to the (red) jack.

<a href=http://www.flickr.com/photos/zustand/5792408824/lightbox/ target=blank>Press L to view this larger in Lightbox</a>. &nbsp; | &nbsp; <a href=http://loc.alize.us/#/flickr:5792408824 rel=
ofollow>See where this picture was taken.</a> <a href=http://www.flickr.com/groups/geotagging/discuss/72157594165549916/>[?]</a>, Do you see the King?  Do you see the Heart?

Place Ambroise Courtois, Lyon, France - 17 Jun 2010

<a href=http://loc.alize.us/#/flickr:9807083626 rel=
ofollow>See where this picture was taken.</a> <a href=http://www.flickr.com/groups/geotagging/discuss/72157594165549916/>[?]</a>",15,1,17,9,2013,"http://farm3.staticflickr.com/2879/9779773155_375913cf21_t.jpg",6.9612
"47676341@N00",4.8242,45.779,13,13,4,2010,4.560731225E9,"city,holiday,france,church,window,canon,vakantie,lyon,powershot,april,frankrijk,s2is,fenêtre,kerk,eglise,ville,stad,allrightsreserved,raam,2010,croixrousse,glasinloodraam,annieta,rubyphotographer,usingthisphotowithoutpermissionisillegal,léglisestdenis, city,holiday,france,church,canon,vakantie,lyon,powershot,april,frankrijk,s2is,fresco,kerk,ville,stad,allrightsreserved,2010,croixrousse,altaar,annieta,usingthisphotowithoutpermissionisillegal,léglisestdenis","één van de prachtige glas-in-lood ramen.

lEglise St-Denis - Croix Rousse,  Lyon (FR),
13 april 2010.

<a href=http://fiveprime.org/blackmagic rel=
ofollow>B L A C K M A G I C</a>, Church of St- Denis - Croix Rousse,  Lyon (FR),
13 april 2010.

<a href=http://fiveprime.org/blackmagic rel=
ofollow>B L A C K M A G I C</a>",10,19,28,4,2010,"http://farm4.staticflickr.com/3070/4560731225_966aef8c1d_t.jpg",6.8938
"47707795@N08",4.8255,45.759,20,23,7,2010,4.823558312E9,"street,france,town,nikon,lyon,rue,ville,lugdunum,mywinners,d300s,cortex69","© Cédric Moreau - All rights reserved - Dont use without permission.",51,10,24,7,2010,"http://farm5.staticflickr.com/4099/4823558312_1159a4e981_t.jpg",6.8956
"47707795@N08",4.8296,45.748,23,19,2,2010,4.396813621E9,"show,rock,concert,punk,live,jolie,tatoos,cortex,brice,pute","© Cédric Moreau - All rights reserved - Dont use without permission.",37,5,1,3,2010,"http://farm3.staticflickr.com/2788/4396813621_9a5def735d_t.jpg",6.9015
"47707795@N08",4.8299,45.76,15,20,2,2010,4.375673749E9,"lyon,reflet,opéra,cortex,symétrie,fr69","© Cédric Moreau - All rights reserved - Dont use without permission.",59,17,21,2,2010,"http://farm3.staticflickr.com/2720/4375673749_3f480aa2f4_t.jpg",6.9019
"47761112@N08",4.8256,45.76,13,21,11,2009,4.578629618E9,"smart,lyon,2009,roadster,balade,fortwo,forfour,arieletvizir","?",47,14,4,5,2010,"http://farm5.staticflickr.com/4046/4578629618_8556dd00b1_t.jpg",6.8958
"47781041@N00",4.8317,45.76,10,9,12,2005,8.6860664E7,"france,lyon,villedefrance,citiesoffrance,fêtedeslumières,placedescélestins,babinet","?",11,14,15,1,2006,"http://farm1.staticflickr.com/42/86860664_c8fd52fe3f_t.jpg",6.9045
"47849550@N07",4.8489,45.782,10,3,3,2011,5.495589964E9,"lyon,dor,parc,tête,parcdelatêtedor,écurueil","?",23,22,3,3,2011,"http://farm6.staticflickr.com/5173/5495589964_34b43dc6eb_t.jpg",6.9291
"47849550@N07",4.8517,45.782,20,14,7,2010,4.794098238E9,"fleur,lyon,dor,soir,parc,tête,flore,parcdelatêtedor, fleur,lyon,dor,soir,parc,tête,flore,tungstène,parcdelatêtedor","?",2,18,14,7,2010,"http://farm5.staticflickr.com/4140/4794098238_303df67f97_t.jpg",6.9331
"47849550@N07",4.8517,45.783,23,13,6,2010,4.72565782E9,"lyon,dor,parc,grenouille,tête,parcdelatêtedor","?",33,21,22,6,2010,"http://farm2.staticflickr.com/1427/4725657820_730e30a346_t.jpg",6.9331
"47849550@N07",4.8519,45.782,10,3,3,2011,5.495764044E9,"lyon,vert,dor,parc,tête,merlette,parcdelatêtedor","?",2,23,3,3,2011,"http://farm6.staticflickr.com/5055/5495764044_0389e44fe0_t.jpg",6.9334
"47949918@N00",4.8707,45.745,16,27,3,2012,7.578093458E9,"city,travel,france,tree,window,museum,spring,europe,lyon,interior,decoration,stainedglass,artdeco,institutlumière","Travel photography from Lyon, France - March 2012. Part of my month long trip touring southern Europe via railways in the spring of 2012.

For more about Lyon, check out the blog posts from my travelogue: <a href=http://europae.tumblr.com/search/lyon rel=
ofollow>europae.tumblr.com/search/lyon</a>",21,22,15,7,2012,"http://farm9.staticflickr.com/8148/7578093458_2c41a6805e_t.jpg",6.9602
"47954533@N02",4.8321,45.758,10,4,4,2010,4.523244437E9,"france,saint,louis,place,jean,lyon,xiv,bellecour,fourvière,reiterstandbild,léglise,saintjeanbaptisteetsaintétienne","?",30,17,15,4,2010,"http://farm5.staticflickr.com/4068/4523244437_04fe8bf531_t.jpg",6.9051
"47954533@N02",4.8532,45.774,14,4,4,2010,4.523499069E9,"france,de,la,lyon,dor,parc,reh,tête,capreolus,capreoluscapreolus,rehbock","?",49,19,15,4,2010,"http://farm5.staticflickr.com/4007/4523499069_b2ca9bfbef_t.jpg",6.9352
"47992328@N00",4.8315,45.765,16,16,7,2007,8.31991855E8,"lyon,jef","?",26,0,17,7,2007,"http://farm2.staticflickr.com/1097/831991855_4679f884dd_t.jpg",6.9042
"48000225@N03",4.8233,45.763,17,14,7,2012,7.568319036E9,"watercolor,sketch,aquarelle,sketchcrawl,croquis","<a href=http://www.sampler421.blogspot.com rel=
ofollow>www.sampler421.blogspot.com</a>",9,15,14,7,2012,"http://farm9.staticflickr.com/8282/7568319036_133e03df5a_t.jpg",6.8925
"48000225@N03",4.8272,45.753,19,3,10,2010,5.047415789E9,"urban,watercolor,sketch,lyon,aquarelle,ville,croquis","?",5,17,3,10,2010,"http://farm5.staticflickr.com/4146/5047415789_d8942c139d_t.jpg",6.8981
"48000225@N03",4.8505,45.772,13,13,11,2010,5.171070345E9,"urban,panorama,sketch,perspective,ville,croquis","In B&amp;W for the moment ;-)",15,11,13,11,2010,"http://farm5.staticflickr.com/4090/5171070345_9c899325f8_t.jpg",6.9314
"48001495@N07",4.8251,45.758,11,2,4,2011,5.825370283E9,"france,lyon,d90,nikkor18200vr","?, Une vitrine à Saint-Georges",46,20,12,6,2011,"http://farm6.staticflickr.com/5262/5825370283_8d0cc864dd_t.jpg",6.8951
"48072776@N05",4.8288,45.753,0,11,7,2009,4.408873132E9,"lyon,digitaltoycamera,vq1015entry","?",0,14,5,3,2010,"http://farm3.staticflickr.com/2767/4408873132_743aabf2c2_t.jpg",6.9004
"48072776@N05",4.8335,45.762,0,11,7,2009,4.408107251E9,"lyon,digitaltoycamera,vq1015entry","?",0,14,5,3,2010,"http://farm3.staticflickr.com/2739/4408107251_1f1b0d93ae_t.jpg",6.9071
"48108659@N00",4.8192,45.76,6,28,5,2008,3.931271697E9,"france,lyon","Roman ruins on Fourvière Hill",39,16,18,9,2009,"http://farm3.staticflickr.com/2676/3931271697_8dcb03dbe0_t.jpg",6.8866
"48178582@N07",4.8216,45.757,0,15,9,2011,7.81517379E9,"?","?",43,14,19,8,2012,"http://farm8.staticflickr.com/7133/7815173790_2f3b0305d4_t.jpg",6.8901
"48178582@N07",4.8216,45.757,0,26,1,2012,7.815132848E9,"?","?",1,14,19,8,2012,"http://farm9.staticflickr.com/8445/7815132848_5f797db1ac_t.jpg",6.8901
"48178582@N07",4.8216,45.757,1,18,3,2010,5.081241155E9,"?","?",9,18,14,10,2010,"http://farm5.staticflickr.com/4150/5081241155_ce7389cb03_t.jpg",6.8901
"48178582@N07",4.8216,45.757,4,1,1,2010,5.887918863E9,"?","?",12,17,30,6,2011,"http://farm6.staticflickr.com/5234/5887918863_dc1a1aed84_t.jpg",6.8901
"48178582@N07",4.8216,45.757,15,31,7,2010,7.79096935E9,"?","?",26,21,15,8,2012,"http://farm9.staticflickr.com/8293/7790969350_4b5c73952d_t.jpg",6.8901
"48178582@N07",4.8216,45.757,16,8,1,2010,5.777994439E9,"?","?",5,23,30,5,2011,"http://farm3.staticflickr.com/2457/5777994439_46c156de44_t.jpg",6.8901
"48178582@N07",4.8216,45.757,17,16,5,2010,7.815322698E9,"?","?",36,14,19,8,2012,"http://farm8.staticflickr.com/7127/7815322698_18c27bc908_t.jpg",6.8901
"48178582@N07",4.8216,45.757,19,22,10,2009,7.790941078E9,"?","?",1,21,15,8,2012,"http://farm9.staticflickr.com/8432/7790941078_ed115c6159_t.jpg",6.8901
"48178582@N07",4.8216,45.757,21,9,3,2012,7.815099852E9,"?","?",29,14,19,8,2012,"http://farm9.staticflickr.com/8296/7815099852_b5f3a4583b_t.jpg",6.8901
"48178582@N07",4.8216,45.757,21,27,5,2010,7.791028268E9,"?","?",48,21,15,8,2012,"http://farm8.staticflickr.com/7252/7791028268_a6247a2203_t.jpg",6.8901
"48178582@N07",4.8216,45.757,23,14,3,2009,5.08181539E9,"?","?",5,17,14,10,2010,"http://farm5.staticflickr.com/4025/5081815390_2d94d18fae_t.jpg",6.8901
"48286381@N04",4.8267,45.757,23,30,1,2012,6.856758173E9,"lyon,nuit,saintgeorges,fourvière, lyon,nuit,saintgeorges,fourvière,passerelle","?",16,15,11,2,2012,"http://farm8.staticflickr.com/7049/6856758173_03fb8c70c1_t.jpg",6.8974
"48452356@N06",4.8442,45.751,17,23,4,2009,5.370171259E9,"?","This shot was taken in an abandoned garage, stacks of administration papers from the 1980s were stacked in piles. The light was interesting, and so I rearranged the boxes, and added to the mess that was already there. This final version of the picture is a compilation of 5 pictures, I edited them digitally in order to have more papers in the air.
Canon EOS 20D
ISO: 400
Focal: 20mm
f/ 5.6
Shutter: 1/500s",14,18,19,1,2011,"http://farm6.staticflickr.com/5249/5370171259_583f01c8e4_t.jpg",6.9224
"48518396@N08",4.8193,45.763,16,13,11,2010,5.178194538E9,"lune,lyon,rhône,beaujolais,69,nuit,nocturne,rhone,toits,fourvière,anse,saône,funiculaire,météorite,oliviercabaret,alicespotting","?",6,8,15,11,2010,"http://farm5.staticflickr.com/4044/5178194538_c10587245a_t.jpg",6.8868
"48518396@N08",4.8215,45.763,15,13,11,2010,5.177589827E9,"lune,lyon,rhône,beaujolais,69,nuit,nocturne,rhone,toits,fourvière,anse,saône,funiculaire,météorite,oliviercabaret,alicespotting","?",57,8,15,11,2010,"http://farm2.staticflickr.com/1007/5177589827_855d3d508a_t.jpg",6.8899
"48518396@N08",4.8307,45.762,17,13,11,2010,5.17820088E9,"lune,lyon,rhône,beaujolais,69,nuit,nocturne,rhone,toits,fourvière,anse,saône,funiculaire,météorite,oliviercabaret,alicespotting","?",20,8,15,11,2010,"http://farm2.staticflickr.com/1251/5178200880_cd03a92841_t.jpg",6.9031
"48535192@N04",4.8215,45.762,10,16,9,2012,7.99262636E9,"lyon,aquarelle,fourvière","vue de Fourvière au couché de soleil",27,17,16,9,2012,"http://farm9.staticflickr.com/8438/7992626360_f7dcf82049_t.jpg",6.8899
"48535192@N04",4.8233,45.761,11,14,7,2012,7.569319074E9,"?","lyon aquarelle",8,18,14,7,2012,"http://farm9.staticflickr.com/8281/7569319074_1207c40cc0_t.jpg",6.8925
"48535192@N04",4.829,45.759,11,23,7,2011,5.967776884E9,"lyon,sketchcrawl","?",28,18,23,7,2011,"http://farm7.staticflickr.com/6009/5967776884_a8df78d1c5_t.jpg",6.9006
"48546358@N05",4.9249,45.778,18,26,1,2011,5.400121779E9,"france,piscine,vaulxenvelin,rho?ne,plonge?e, piscine,flickrexportdemo,plonge?e,61305mm","?, Uploaded with a demo version of <a href=http://connectedflow.com/flickrexport rel=
ofollow>FlickrExport</a>.",41,9,30,1,2011,"http://farm6.staticflickr.com/5019/5400121779_f23b2a0b98_t.jpg",7.0377
"48551155@N05",4.7737,45.633,15,6,10,2012,8.060771421E9,"feld,chestnut,chemin,weg,chataigne,kastanie","?",45,22,6,10,2012,"http://farm9.staticflickr.com/8182/8060771421_7c573c67d9_t.jpg",6.8216
"48551155@N05",4.777,45.615,15,11,12,2010,5.252459026E9,"france,rhônealpes,pellemécanique,grigny, france,rhônealpes,grigny","?",6,20,11,12,2010,"http://farm6.staticflickr.com/5203/5252459026_4c20456677_t.jpg",6.8263
"48551155@N05",4.7774,45.62,15,13,10,2012,8.0858837E9,"?","?",2,12,14,10,2012,"http://farm9.staticflickr.com/8191/8085883700_f9230b7398_t.jpg",6.8269
"48551155@N05",4.7782,45.634,15,6,10,2012,8.060468705E9,"rust,rost,rouille","?",34,20,6,10,2012,"http://farm9.staticflickr.com/8172/8060468705_cdc0a7c015_t.jpg",6.828
"48551155@N05",4.7793,45.623,15,23,6,2012,7.477777422E9,"flower,fleur,field,feld,blume,epi,champ","?",16,9,1,7,2012,"http://farm9.staticflickr.com/8006/7477777422_72b9a825d9_t.jpg",6.8296
"48551155@N05",4.781,45.62,16,15,9,2012,7.989329809E9,"autumn,leaves,automne,leaf,vineyard,laub,herbst,vineyards,vignes,vignoble,raisin,feuilles,feuille,weinberg","?",0,19,15,9,2012,"http://farm9.staticflickr.com/8311/7989329809_e19c6fdf4e_t.jpg",6.832
"48551155@N05",4.7811,45.618,16,31,3,2012,7.032424897E9,"france,tree,rhône,arbre,baum,tronc,millery, france,rhône,millery","?",23,16,31,3,2012,"http://farm8.staticflickr.com/7252/7032424897_15ca49d1dc_t.jpg",6.8322
"48551155@N05",4.7812,45.618,15,19,5,2012,7.229905726E9,"flowers,fleur,fleurs,blumen,daisy,marguerite,blume,gänseblümchen","?",30,23,19,5,2012,"http://farm8.staticflickr.com/7088/7229905726_2697a238a8_t.jpg",6.8323
"48551155@N05",4.7812,45.621,16,6,10,2012,8.060470681E9,"cloud,montagne,view,hill,wolke,nuage,vue,colline,hügel","?",29,20,6,10,2012,"http://farm9.staticflickr.com/8460/8060470681_bc26f59626_t.jpg",6.8323
"48551155@N05",4.7814,45.619,13,18,12,2010,5.272281308E9,"france,rhônealpes,millery,poneyterie, france,manège,rhônealpes,millery,poneyterie, france,carrière,rhônealpes,millery,poneyterie","?",56,21,18,12,2010,"http://farm6.staticflickr.com/5008/5272281308_d2f3ee703b_t.jpg",6.8326
"48551155@N05",4.7817,45.619,17,12,11,2011,6.337728713E9,"france,wanda,rhône,tempête,carrière,poneys,millery","?",56,21,12,11,2011,"http://farm7.staticflickr.com/6051/6337728713_f688e25ae2_t.jpg",6.833
"48551155@N05",4.7817,45.62,14,16,4,2011,5.625023669E9,"france,wanda,manège,orage,saut,chevaux,carrière,rhônealpes,millery","?",50,20,16,4,2011,"http://farm6.staticflickr.com/5189/5625023669_e9547bb1e4_t.jpg",6.833
"48551155@N05",4.7824,45.621,15,16,6,2012,7.381151964E9,"cheval,charly,pré, cheval,charly,pré,museau","?",36,18,16,6,2012,"http://farm8.staticflickr.com/7101/7381151964_16c8d456cd_t.jpg",6.834
"48551155@N05",4.7826,45.616,16,22,9,2012,8.013265963E9,"flower,fleur,field,feld,blume,champ","?",40,21,22,9,2012,"http://farm9.staticflickr.com/8306/8013265963_0a29dd1a8e_t.jpg",6.8343
"48551155@N05",4.7833,45.621,16,24,3,2012,6.865819232E9,"horse,france,cheval,rhône,pferde,museau,millery, horse,france,cheval,head,rhône,pferde,tête,kopf,millery","?",44,20,24,3,2012,"http://farm8.staticflickr.com/7079/6865819232_4350f56115_t.jpg",6.8353
"48551155@N05",4.7835,45.621,14,18,6,2011,5.845945284E9,"horse,france,cheval,pferde,rhônealpes,millery","?",54,17,18,6,2011,"http://farm3.staticflickr.com/2711/5845945284_1695612ec0_t.jpg",6.8356
"48551155@N05",4.7849,45.621,16,8,10,2011,6.223343907E9,"france,rhône,millery,poilàgratter, blue,france,flower,fleurs,rhône,bleu,millery","Poile à gratter, ?",36,18,8,10,2011,"http://farm7.staticflickr.com/6051/6223343907_857a932065_t.jpg",6.8376
"48551155@N05",4.7852,45.617,16,24,3,2012,7.013490431E9,"flowers,france,blossom,blossoms,blumen,rhône,appel,apfel,fleuri,pommier,millery","?",0,9,25,3,2012,"http://farm8.staticflickr.com/7183/7013490431_4318f58508_t.jpg",6.8381
"48551155@N05",4.7852,45.617,16,26,2,2012,6.932094629E9,"france,bird,lyon,rhône,vögel,oiseau,pélican","?",39,17,26,2,2012,"http://farm8.staticflickr.com/7188/6932094629_782aaf665c_t.jpg",6.8381
"48551155@N05",4.7996,45.568,15,2,2,2013,8.441105694E9,"centrale,edf,charbon,thermique","Ancienne centrale thermique à charbon",36,11,3,2,2013,"http://farm9.staticflickr.com/8193/8441105694_e0bbc7dfd2_t.jpg",6.8586
